Loai,Gia(USD),So phong ngu,So phong tam,Dien tich(feet),Khu vuc,Duong,Vi do,Kinh do,Khu vuc ma hoa,duong ma hoa
Townhouse for sale,2495.0,8,8,5374,New York,The Bronx,40.8980177,-73.8977004,0,16
Co-op for sale,749.9,3,1,830,New York County,Manhattan,40.798921,-73.961553,1,4
House for sale,1399.9,4,4,3149,New York,Staten Island,40.5900537,-74.0906619,0,1
Condo for sale,948.888,2,2,950,Kings County,Fort Hamilton,40.6163216,-74.0374941,3,12
Pending,775.0,4,2,1230,New York,Queens,40.7258337,-73.7268795,0,11
House for sale,475.0,3,2,1280,New York,The Bronx,40.9034885,-73.8435964,0,16
Condo for sale,2595.0,3,3,1449,New York County,Manhattan,40.7833546,-73.9499982,1,4
Multi-family home for sale,1199.0,3,1,2726,New York,Staten Island,40.5837427,-74.0909372,0,1
Condo for sale,750.0,1,1,654,Kings County,Southside,40.708157,-73.944452,3,118
Condo for sale,713.0,2,2,1040,New York,Brooklyn,40.5855131,-73.9883977,0,3
Co-op for sale,300.0,1,1,2184,Queens County,Woodside,40.7464499,-73.89982,5,87
Co-op for sale,2695.0,3,3,2184,New York County,Manhattan,40.7843128,-73.9814804,1,4
Co-op for sale,450.0,2,2,2184,Queens County,Glen Oaks,40.7475547,-73.718359,5,40
Co-op for sale,699.0,1,1,2184,New York County,Manhattan,40.7959993,-73.9723278,1,4
Co-op for sale,225.0,1,1,2184,New York,Queens,40.7577974,-73.7159601,0,11
Co-op for sale,225.0,1,1,2184,New York,Queens,40.7577974,-73.7159601,0,11
Co-op for sale,255.0,1,1,2184,New York,Queens,40.755562,-73.7316684,0,11
Multi-family home for sale,2500.0,12,2,4140,New York,Brooklyn,40.6210191,-73.9921739,0,3
House for sale,2095.0,4,4,3223,New York,Queens,40.7200361,-73.8007029,0,11
Co-op for sale,750.0,1,1,2184,Kings County,Cobble Hill,40.6880273,-73.9950123,3,27
Townhouse for sale,2999.0,9,8,5560,New York,New York,40.8052328,-73.9407352,0,2
Co-op for sale,199.0,3,1,650,Kings County,Kensington,40.6449836,-73.9738362,3,55
Multi-family home for sale,1250.0,7,3,1800,New York,Brooklyn,40.58761,-73.9698943,0,3
Co-op for sale,2425.0,2,2,1300,New York County,Manhattan,40.731874,-73.9921379,1,4
Pending,205.0,1,1,660,Queens County,Corona,40.7376662,-73.8566546,5,95
Co-op for sale,2500.0,5,6,3860,New York,New York,40.7524819,-73.9654633,0,2
Co-op for sale,649.0,1,2,1000,New York,New York,40.7556274,-73.9614685,0,2
Pending,729.0,2,1,2184,New York County,Manhattan,40.7293904,-74.0013331,1,4
Multi-family home for sale,998.5,3,2,2184,New York,Brooklyn,40.6476837,-73.9519338,0,3
Multi-family home for sale,765.0,4,2,1152,New York,The Bronx,40.8847302,-73.8563591,0,16
Condo for sale,599.0,2,2,705,Queens County,Flushing,40.7494499,-73.8778676,5,8
Co-op for sale,595.0,1,2,2184,New York County,Manhattan,40.761641,-73.9702246,1,4
Co-op for sale,675.0,1,1,2184,New York County,Manhattan,40.7957847,-73.9498024,1,4
Multi-family home for sale,949.0,8,3,3500,New York,Staten Island,40.6445278,-74.0913961,0,1
Condo for sale,729.0,2,2,950,Queens County,Flushing,40.7650102,-73.8167757,5,8
Contingent,895.0,2,1,520,New York County,Manhattan,40.7868879,-73.9805511,1,4
Multi-family home for sale,2449.0,3,2,3000,New York,Brooklyn,40.6921191,-73.9498754,0,3
Co-op for sale,399.999,2,1,2184,Queens County,Kew Gardens,40.7047878,-73.8344551,5,45
Co-op for sale,397.0,2,1,1000,Queens County,Elmhurst,40.7381747,-73.8785246,5,9
Townhouse for sale,950.0,2,1,1800,New York,Brooklyn,40.6594527,-73.9975913,0,3
Co-op for sale,599.0,1,1,780,Brooklyn,Shore Road,40.6230753,-74.0403471,8,141
Condo for sale,1999.999,4,3,2729,New York County,Manhattan,40.7069134,-74.0085778,1,4
House for sale,1598.0,4,4,2184,New York,Queens,40.7392152,-73.8301205,0,11
Condo for sale,699.0,2,2,1030,Queens County,Flushing,40.7627559,-73.8168695,5,8
Co-op for sale,265.0,3,1,650,Kings County,Brighton Beach,40.5757325,-73.9679335,3,30
House for sale,1699.0,5,3,2488,New York,Brooklyn,40.5786214,-73.9515728,0,3
Pending,1098.0,4,4,2184,New York,Queens,40.7770737,-73.7760771,0,11
Contingent,960.0,1,1,834,Kings County,Dumbo,40.7032891,-73.9891782,3,93
Condo for sale,1086.3,2,1,780,New York County,Manhattan,40.7847793,-73.9778528,1,4
Multi-family home for sale,859.0,6,4,2820,New York,The Bronx,40.8500672,-73.885658,0,16
House for sale,945.0,2,2,2184,New York,Queens,40.7154822,-73.8862242,0,11
Condo for sale,549.0,2,2,2184,Bronx County,West Bronx,40.848222,-73.9043179,4,72
Multi-family home for sale,969.999,6,4,2184,New York,The Bronx,40.887362,-73.8321425,0,16
House for sale,1649.0,8,3,2184,New York,Brooklyn,40.658346,-73.9583816,0,3
Condo for sale,2800.0,2,2,1412,New York,West 56th Street,40.7652485,-73.9824857,0,142
Co-op for sale,449.0,2,1,2184,New York County,Manhattan,40.7810674,-73.954925,1,4
Co-op for sale,294.5,1,1,2184,Queens County,Jackson Heights,40.7505078,-73.8851355,5,18
Multi-family home for sale,990.0,8,4,3120,New York,The Bronx,40.8182411,-73.8863072,0,16
House for sale,314.0,2,1,847,New York,Staten Island,40.6396832,-74.1652748,0,1
Co-op for sale,449.0,2,1,2184,New York County,Manhattan,40.7810674,-73.954925,1,4
Multi-family home for sale,1598.0,7,2,2184,New York,Queens,40.7375872,-73.7989142,0,11
Co-op for sale,208.0,3,1,2184,Queens County,Forest Hills,40.7170693,-73.8332429,5,15
Co-op for sale,169.9,2,1,900,Bronx County,East Bronx,40.8363523,-73.865036,4,49
Co-op for sale,235.0,1,1,2184,Queens County,Rego Park,40.7267837,-73.8587799,5,14
Co-op for sale,278.0,1,1,2184,Queens County,Kew Gardens,40.7119297,-73.826361,5,45
Townhouse for sale,998.0,6,2,2236,New York,Brooklyn,40.6623484,-73.8914648,0,3
Co-op for sale,385.0,2,1,920,Queens County,Rego Park,40.7325379,-73.8601516,5,14
Co-op for sale,250.0,1,1,750,Kings County,Gerritsen Beach,40.5986758,-73.9325474,3,69
Multi-family home for sale,1849.0,6,3,2184,New York,Queens,40.7688965,-73.7752498,0,11
House for sale,449.5,3,2,2184,New York,The Bronx,40.8112605,-73.855529,0,16
Multi-family home for sale,1250.0,5,2,2184,New York,Queens,40.7324444,-73.8760359,0,11
House for sale,1099.0,7,3,2322,New York,Brooklyn,40.6438485,-73.9016506,0,3
House for sale,1900.0,4,2,1400,New York,Queens,40.7230171,-73.8231693,0,11
Condo for sale,2500.0,2,2,1250,New York,New York,40.7578531,-73.9923304,0,2
House for sale,1288.0,3,3,1696,New York,Queens,40.788704,-73.84908,0,11
Co-op for sale,1150.0,1,1,2184,New York County,Manhattan,40.7717316,-73.9797209,1,4
Condo for sale,825.0,3,2,2184,Queens County,Flushing,40.7407971,-73.9021337,5,8
Pending,675.0,3,2,1444,New York,Staten Island,40.5712145,-74.1132944,0,1
Condo for sale,875.0,2,1,922,New York,Brooklyn,40.6965975,-73.9071739,0,3
Co-op for sale,297.0,1,1,2184,New York,Brooklyn,40.6013587,-74.0073583,0,3
Condo for sale,485.0,1,1,575,Queens County,Middle Village,40.7245332,-73.8696876,5,143
Co-op for sale,230.0,2,1,800,Bronx County,North Riverdale,40.9117719,-73.9024392,4,13
House for sale,629.0,4,2,2184,New York,The Bronx,40.8807198,-73.8445368,0,16
Pending,625.0,3,2,1040,New York,Staten Island,40.557402,-74.148792,0,1
Multi-family home for sale,1200.0,5,2,2184,New York,Staten Island,40.5404111,-74.1957141,0,1
Pending,499.0,2,2,1358,Kings County,Bergen Beach,40.6248278,-73.909396,3,112
Pending,485.0,3,2,1200,New York,Brooklyn,40.5883839,-73.9910376,0,3
Condo for sale,399.0,3,2,2184,New York,Queens,40.7668236,-73.9239725,0,11
Co-op for sale,299.0,1,1,2184,Queens County,Flushing,40.7607762,-73.8197115,5,8
Multi-family home for sale,2200.0,6,6,2184,New York,Queens,40.7101745,-73.8995452,0,11
Condo for sale,465.0,2,2,708,Queens County,Corona,40.7511218,-73.8614488,5,95
Co-op for sale,278.0,1,1,750,Queens County,Flushing,40.7306353,-73.8276823,5,8
Pending,709.0,3,3,2184,New York,Brooklyn,40.6330746,-73.9014669,0,3
Condo for sale,685.0,2,2,2184,Queens County,Forest Hills,40.7332174,-73.8448704,5,15
Multi-family home for sale,779.0,3,2,1540,New York,Brooklyn,40.5949347,-73.9347766,0,3
House for sale,640.0,3,2,1224,New York,The Bronx,40.8729069,-73.8596638,0,16
Co-op for sale,449.0,2,2,1200,Queens County,Bayside,40.7812626,-73.7745671,5,39
Co-op for sale,1100.0,2,1,2184,Kings County,Park Slope,40.6634878,-73.9807302,3,29
Condo for sale,550.0,3,2,2184,Kings County,Kensington,40.6310935,-73.9723541,3,55
Condo for sale,1899.0,3,2,1900,Kings County,Brighton Beach,40.5763957,-73.9575654,3,30
House for sale,599.9,3,2,1204,New York,Staten Island,40.5466066,-74.1406837,0,1
House for sale,739.0,2,2,1473,New York,Brooklyn,40.6241803,-73.9375665,0,3
Co-op for sale,1425.0,2,2,2184,New York County,Manhattan,40.7261696,-74.0013901,1,4
Multi-family home for sale,749.0,4,2,2184,New York,Queens,40.7369795,-73.8140379,0,11
Condo for sale,548.0,1,1,950,Queens County,Flushing,40.7626705,-73.8191386,5,8
Condo for sale,950.0,1,1,560,New York,New York,40.7564316,-73.9660912,0,2
Pending,399.0,1,1,2184,New York,Queens,40.7231998,-73.8267722,0,11
Co-op for sale,1460.0,2,2,2184,New York County,Manhattan,40.7812136,-73.9570373,1,4
Co-op for sale,269.0,3,1,2184,Queens County,Flushing,40.7592939,-73.8203855,5,8
Condo for sale,1695.0,1,2,1072,New York,Brooklyn,40.7020349,-73.9899069,0,3
Co-op for sale,155.0,3,1,2184,Kings County,Flatlands,40.6299057,-73.9265933,3,58
Co-op for sale,449.0,2,1,764,Queens County,Glen Oaks,40.7526861,-73.7166669,5,40
Pending,825.0,2,2,930,Queens County,Long Island City,40.7515161,-73.9389442,5,86
Multi-family home for sale,938.0,5,3,1890,United States,Kings County,40.6065668,-73.9413437,7,19
House for sale,690.0,2,2,1500,New York,Brooklyn,40.6342245,-73.9268315,0,3
House for sale,1499.0,5,2,2088,New York,Brooklyn,40.6151781,-73.9901308,0,3
Co-op for sale,795.0,2,1,2184,Kings County,Windsor Terrace,40.654461,-73.9744629,3,79
Co-op for sale,300.0,2,1,800,Kings County,Gravesend,40.5860215,-73.9668364,3,74
Condo for sale,1100.0,2,2,2184,New York County,Manhattan,40.7630485,-73.9776229,1,4
House for sale,2500.0,8,4,6425,New York,Brooklyn,40.6960918,-73.9349507,0,3
Condo for sale,425.0,1,1,603,Kings County,Kensington,40.6360061,-73.971649,3,55
Co-op for sale,280.0,3,1,2184,New York,New York,40.7486808,-73.9705383,0,2
House for sale,1149.0,3,2,1660,New York,Brooklyn,40.6093215,-73.9448683,0,3
Co-op for sale,410.0,2,2,2184,Queens County,Forest Hills,40.7203199,-73.84052,5,15
Co-op for sale,268.0,1,1,660,Queens County,Flushing,40.7739672,-73.8277862,5,8
Condo for sale,660.0,2,2,970,Queens County,Elmhurst,40.7376925,-73.8803546,5,9
House for sale,465.0,2,2,1048,New York,Staten Island,40.5636372,-74.1009652,0,1
Condo for sale,1175.0,2,2,1072,New York County,Manhattan,40.7081041,-74.0074731,1,4
Pending,698.999,3,2,2184,New York,Queens,40.6680173,-73.8253534,0,11
House for sale,1078.0,3,2,1260,New York,Queens,40.7421583,-73.8191116,0,11
Co-op for sale,349.0,1,1,652,Kings County,Bay Ridge,40.6259955,-74.0323073,3,37
Co-op for sale,269.995,1,1,2184,Queens County,Forest Hills,40.7379227,-73.8470718,5,15
Multi-family home for sale,1590.0,7,4,1739,United States,Kings County,40.5859774,-73.9869629,7,19
Condo for sale,425.0,1,1,603,Kings County,Kensington,40.6360061,-73.971649,3,55
Contingent,375.0,1,1,900,Richmond County,Mid Island,40.638118,-74.073964,6,25
Co-op for sale,1398.0,4,2,2184,New York,New York,40.7147871,-73.9809765,0,2
House for sale,750.0,3,2,1868,New York,Brooklyn,40.6359284,-73.9409763,0,3
Co-op for sale,629.0,1,1,2184,New York,West 111th Street,40.8048821,-73.966726,0,144
House for sale,1150.0,3,2,1280,New York,Brooklyn,40.6193771,-73.9717704,0,3
House for sale,699.9,3,2,1420,New York,Staten Island,40.5986989,-74.1318297,0,1
Pending,1098.888,2,3,2184,New York,Queens,40.7899772,-73.828053,0,11
Co-op for sale,519.0,2,2,1079,Queens County,Forest Hills,40.7203199,-73.84052,5,15
Pending,1200.0,3,2,3280,New York,Brooklyn,40.688515,-73.916949,0,3
Co-op for sale,279.0,1,1,2184,New York,Queens,40.7379227,-73.8470718,0,11
Multi-family home for sale,1325.0,6,4,2184,New York,Queens,40.7635384,-73.8628798,0,11
House for sale,635.0,4,2,1684,New York,Staten Island,40.5307866,-74.2217959,0,1
Contingent,499.0,3,2,1450,New York,Staten Island,40.629123,-74.0811056,0,1
Multi-family home for sale,1100.0,7,2,1040,New York,Brooklyn,40.6784973,-73.892987,0,3
Co-op for sale,199.0,1,1,600,Queens County,Jamaica,40.7085553,-73.8279947,5,35
Co-op for sale,550.0,2,2,1012,New York County,Manhattan,40.7986288,-73.9351095,1,4
Co-op for sale,518.0,3,2,2184,Queens County,Jackson Heights,40.7568027,-73.8736566,5,18
Condo for sale,1250.0,2,2,1057,New York,Brooklyn,40.6655513,-73.9922171,0,3
Condo for sale,1465.0,2,1,1107,Kings County,Greenpoint,40.7213959,-73.9430921,3,99
Co-op for sale,278.0,1,1,2184,Queens County,Flushing,40.7439196,-73.8992843,5,8
Co-op for sale,469.0,2,1,2184,Queens County,Astoria,40.7623991,-73.9321744,5,92
Co-op for sale,225.0,1,1,2184,Queens County,Bayside,40.7667099,-73.78272,5,39
Multi-family home for sale,1100.0,4,3,3664,New York,The Bronx,40.8389133,-73.8826337,0,16
Multi-family home for sale,1960.0,8,7,2184,New York,Queens,40.7286837,-73.8065818,0,11
Pending,799.0,4,2,1560,New York,Staten Island,40.5642806,-74.1530498,0,1
Multi-family home for sale,949.0,5,3,2184,New York,Brooklyn,40.6290233,-73.9330774,0,3
Multi-family home for sale,799.0,4,2,1716,New York,Brooklyn,40.5778456,-73.9670934,0,3
House for sale,699.0,3,3,1280,New York,Brooklyn,40.5877725,-73.9253044,0,3
House for sale,900.0,3,2,1248,New York,Staten Island,40.5981713,-74.0732699,0,1
Multi-family home for sale,1100.0,4,3,3664,New York,The Bronx,40.8389133,-73.8826337,0,16
Multi-family home for sale,1235.0,8,5,2538,New York,Queens,40.6565969,-73.745832,0,11
Co-op for sale,3295.0,2,2,2184,New York County,Manhattan,40.7852991,-73.9571579,1,4
Co-op for sale,595.0,2,1,2184,New York County,Manhattan,40.7955171,-73.9745834,1,4
Condo for sale,269.0,3,1,485,Kings County,Sheepshead Bay,40.590145,-73.9499887,3,43
Townhouse for sale,548.0,2,2,1354,New York,Staten Island,40.5646084,-74.184535,0,1
Co-op for sale,1150.0,2,1,900,Kings County,Park Slope,40.6737554,-73.9803629,3,29
Contingent,595.0,1,1,2184,New York County,Manhattan,40.7473555,-73.9813841,1,4
Condo for sale,799.0,5,2,1500,Kings County,Borough Park,40.6409434,-73.9953527,3,51
Condo for sale,2110.0,2,2,1326,New York County,Manhattan,40.7367893,-73.9799267,1,4
Multi-family home for sale,450.0,4,2,2184,New York,Queens,40.7065602,-73.7835572,0,11
Co-op for sale,385.0,1,1,779,Kings County,Sheepshead Bay,40.5834583,-73.9522667,3,43
House for sale,649.999,4,1,2184,New York,Queens,40.6936825,-73.7495584,0,11
Condo for sale,539.0,2,1,708,Kings County,Bay Ridge,40.633546,-74.0266446,3,37
Pending,550.0,3,2,1292,New York,Staten Island,40.5482041,-74.2109853,0,1
House for sale,1525.0,3,2,1650,New York,Brooklyn,40.6242186,-74.0088847,0,3
Multi-family home for sale,2100.0,6,2,2720,New York,Brooklyn,40.6366874,-73.9984062,0,3
House for sale,625.0,3,2,1944,New York,The Bronx,40.8216537,-73.8465699,0,16
House for sale,728.888,4,3,1379,New York,Queens,40.6767141,-73.7492797,0,11
Co-op for sale,739.0,2,1,2184,New York County,Manhattan,40.7741621,-73.9467221,1,4
Multi-family home for sale,1290.0,3,2,2184,New York,Queens,40.7554032,-73.7924388,0,11
Multi-family home for sale,675.0,3,2,1750,New York,The Bronx,40.8266591,-73.824848,0,16
Contingent,950.0,3,2,1364,New York,Staten Island,40.5781512,-74.1348919,0,1
House for sale,550.0,3,2,1221,New York,Queens,40.653784,-73.8286059,0,11
House for sale,1099.999,3,1,1100,New York,Queens,40.7709973,-73.8950248,0,11
Multi-family home for sale,906.3,8,4,3116,New York,Brooklyn,40.668499,-73.8810259,0,3
Condo for sale,2700.0,3,3,1689,New York County,Manhattan,40.7715251,-73.9895943,1,4
House for sale,659.0,4,2,2184,New York,Queens,40.6695117,-73.7942558,0,11
Condo for sale,898.0,1,2,1340,Kings County,Bushwick,40.6928399,-73.9131908,3,46
Co-op for sale,189.99,1,1,2184,Queens County,Jamaica,40.6668092,-73.8471901,5,35
Multi-family home for sale,2150.0,6,2,2184,New York,Queens,40.7438369,-73.9505652,0,11
Co-op for sale,550.0,3,1,2184,New York County,Manhattan,40.7330596,-73.9959886,1,4
Co-op for sale,2100.0,3,3,1968,New York County,Manhattan,40.7989206,-73.9723967,1,4
Pending,1088.888,3,4,2550,New York,Queens,40.6520565,-73.8335563,0,11
House for sale,499.0,5,2,1236,New York,The Bronx,40.879318,-73.8613522,0,16
Co-op for sale,1795.0,4,3,2184,New York County,Manhattan,40.80699,-73.966129,1,4
Condo for sale,2300.0,2,2,1163,New York County,Manhattan,40.7666839,-73.9527719,1,4
Pending,749.0,3,3,1368,New York,Queens,40.7088867,-73.7844919,0,11
Condo for sale,594.9,2,1,729,Kings County,Prospect Lefferts Gardens,40.6612226,-73.9525371,3,145
Townhouse for sale,1399.0,4,2,1700,New York,Brooklyn,40.6745279,-73.9243055,0,3
Condo for sale,639.0,2,2,800,Queens County,Flushing,40.7603904,-73.8194905,5,8
Multi-family home for sale,1995.0,9,3,3600,New York,Brooklyn,40.6950726,-73.9113766,0,3
Multi-family home for sale,1250.0,5,2,2376,New York,Brooklyn,40.6383413,-73.9547608,0,3
Contingent,275.0,3,1,363,Kings County,Crown Heights,40.6770084,-73.9444319,3,70
Pending,325.0,2,1,2184,Richmond County,Mid Island,40.6449121,-74.0787385,6,25
Co-op for sale,500.0,3,2,2184,Kings County,Brooklyn Heights,40.6927721,-73.9936086,3,52
Condo for sale,349.0,3,1,500,Queens County,Bayside,40.778411,-73.781048,5,39
Multi-family home for sale,3195.0,4,4,3612,New York,Brooklyn,40.6784683,-74.0011264,0,3
House for sale,709.999,4,2,2184,New York,Queens,40.6811881,-73.793438,0,11
House for sale,774.9,3,2,1335,New York,Staten Island,40.6058796,-74.0681791,0,1
Multi-family home for sale,988.0,3,2,3061,New York,Staten Island,40.5838227,-74.1568196,0,1
Co-op for sale,275.0,1,1,2184,Queens County,Rego Park,40.7334099,-73.85851,5,14
Co-op for sale,219.0,1,1,2184,Queens County,Flushing,40.7315119,-73.8286528,5,8
Co-op for sale,439.0,1,1,2184,New York County,Manhattan,40.7770851,-73.9541834,1,4
Co-op for sale,425.0,3,1,2184,New York County,Manhattan,40.7330596,-73.9959886,1,4
Multi-family home for sale,599.999,4,2,2184,New York,Brooklyn,40.6647996,-73.868117,0,3
Multi-family home for sale,1139.0,3,3,2520,New York,Brooklyn,40.5994335,-73.9458671,0,3
House for sale,680.0,3,2,1296,New York,Brooklyn,40.6381159,-73.9218484,0,3
Multi-family home for sale,2300.0,11,6,2184,New York,Queens,40.6818734,-73.7962038,0,11
Condo for sale,560.0,2,2,1008,Richmond County,Mid Island,40.638148,-74.0756332,6,25
Multi-family home for sale,1600.0,9,3,3000,New York,New York,40.8062235,-73.9392312,0,2
Condo for sale,699.9,3,1,558,New York County,Manhattan,40.7502793,-73.9795235,1,4
Condo for sale,1650.0,3,2,1493,New York County,Manhattan,40.7612516,-73.9826113,1,4
Co-op for sale,679.0,1,1,2184,New York County,Manhattan,40.7546656,-73.9675207,1,4
Condo for sale,1249.0,2,2,2158,Kings County,Windsor Terrace,40.648091,-73.98013,3,79
Co-op for sale,438.0,1,1,2184,New York County,Manhattan,40.7228235,-73.98509,1,4
Co-op for sale,449.0,2,1,2184,Queens County,Rego Park,40.7282347,-73.8522092,5,14
Co-op for sale,699.0,1,1,2184,New York County,Manhattan,40.729738,-73.9861097,1,4
Land for sale,1400.0,3,2,2184,New York,The Bronx,40.8065368,-73.9202661,0,16
House for sale,709.999,4,2,2184,New York,Queens,40.6811881,-73.793438,0,11
Condo for sale,699.9,3,1,558,New York County,Manhattan,40.7502793,-73.9795235,1,4
Multi-family home for sale,1139.0,3,3,2520,New York,Brooklyn,40.5994335,-73.9458671,0,3
Co-op for sale,438.0,1,1,2184,New York County,Manhattan,40.7228235,-73.98509,1,4
Co-op for sale,600.0,3,2,1000,New York County,Manhattan,40.8052883,-73.9478167,1,4
House for sale,686.0,3,2,2184,New York,Queens,40.6808451,-73.7952952,0,11
Condo for sale,2255.0,2,2,1450,New York County,Manhattan,40.764655,-73.994257,1,4
Pending,2500.0,5,4,4400,New York,Brooklyn,40.6832052,-73.9491758,0,3
Pending,1848.888,6,4,3234,New York,Queens,40.7160582,-73.7872685,0,11
Co-op for sale,259.9,2,1,850,Bronx County,Spuyten Duyvil,40.8789773,-73.916004,4,36
Co-op for sale,399.0,1,1,750,Kings County,Fort Hamilton,40.614285,-74.0315729,3,12
Multi-family home for sale,1479.0,7,2,4200,New York,Brooklyn,40.6244327,-73.913742,0,3
Pending,559.9,5,2,1886,New York,Brooklyn,40.6211924,-73.905796,0,3
House for sale,599.0,3,2,1196,New York,Staten Island,40.6175888,-74.0775836,0,1
Multi-family home for sale,2480.0,7,6,2740,New York,Queens,40.7411879,-73.8094885,0,11
