Loai,Gia(USD),So phong ngu,So phong tam,Dien tich(feet),Khu vuc,Duong,Vi do,Kinh do
House for sale,0.558,3,2,1108,New York,Staten Island,40.5463363,-74.1420026
Multi-family home for sale,1.695,4,2,2184,New York,Brooklyn,40.6768411,-73.9867935
House for sale,0.725,5,2,2184,New York,Queens,40.6702491,-73.7454183
Co-op for sale,0.94,3,2,2184,Queens County,Jackson Heights,40.7553599,-73.88722
Condo for sale,0.539,2,2,821,Kings County,Midwood,40.6145816,-73.9463149
Co-op for sale,0.099,1,1,859,Bronx County,Highbridge,40.8366623,-73.9239586
Pending,0.895,2,2,1111,New York County,Manhattan,40.7696861,-73.9557104
Co-op for sale,0.995,3,2,1300,New York County,Manhattan,40.776763,-73.9625093
Condo for sale,2.55,3,2,2400,Kings County,Carroll Gardens,40.6763366,-74.0001966
Co-op for sale,0.345,2,1,1000,New York,Brooklyn,40.5871907,-73.9840965
House for sale,0.879,4,2,2240,New York,Staten Island,40.5708089,-74.1179169
Co-op for sale,0.945,2,1,2184,New York County,Manhattan,40.7813792,-73.9824979
House for sale,0.939999,3,2,3096,New York,Queens,40.7146332,-73.7305803
Co-op for sale,0.5,3,2,1200,New York,Queens,40.7329909,-73.8586242
Co-op for sale,0.475,1,1,2184,New York County,Manhattan,40.7920657,-73.9663587
House for sale,1.288,3,4,2184,New York,Queens,40.7701118,-73.8892017
Townhouse for sale,1.238,3,2,1500,New York,Queens,40.7367847,-73.8477757
Co-op for sale,1.45,2,2,2184,New York County,Manhattan,40.7717467,-73.9805466
Co-op for sale,0.37,2,1,800,Kings County,Bath Beach,40.6033288,-74.0160805
Condo for sale,0.595,1,1,574,New York,New York,40.8080535,-73.9426066
Co-op for sale,0.289,1,1,520,Kings County,Bay Ridge,40.6339937,-74.0363466
Co-op for sale,0.595,1,1,2184,New York County,Manhattan,40.7211983,-73.9787559
Pending,0.669,3,1,1080,New York,Queens,40.7696159,-73.7403605
House for sale,1.288,3,4,2184,New York,Queens,40.7701118,-73.8892017
Co-op for sale,2.095,4,4,2184,New York,New York,40.7579677,-73.9636757
Co-op for sale,0.585,3,1,1050,New York,Queens,40.7512505,-73.8814433
House for sale,0.699,3,2,1538,New York,Staten Island,40.6059609,-74.1644799
Condo for sale,0.34,1,1,850,Kings County,Coney Island,40.5777691,-73.9719866
Co-op for sale,0.19999899999999998,1,1,550,Kings County,Homecrest,40.6079619,-73.9549426
Pending,2.495,5,4,4230,New York,New York,40.807581,-73.9505281
Co-op for sale,0.799,2,2,1043,Kings County,Downtown Brooklyn,40.6985714,-73.9881911
House for sale,0.888888,4,3,2088,New York,Staten Island,40.5469948,-74.1413764
House for sale,1.69,3,2,1536,New York,Brooklyn,40.6042182,-73.946797
House for sale,1.449,3,4,3600,New York,Staten Island,40.613153,-74.1076394
Condo for sale,1.295,2,2,1160,New York County,Manhattan,40.7822235,-73.9509367
Co-op for sale,0.599,1,1,800,New York County,Manhattan,40.7142822,-73.9792183
House for sale,0.628,3,2,960,New York,Staten Island,40.5883038,-74.0928759
Condo for sale,0.593,2,2,1312,Richmond County,Rosebank,40.6151849,-74.0646359
House for sale,0.6349,2,2,2184,New York,Queens,40.7123648,-73.7530514
Condo for sale,0.49989999999999996,2,2,960,New York,Staten Island,40.5741868,-74.0960192
Condo for sale,0.54,3,1,509,New York County,Manhattan,40.7478487,-73.9775903
House for sale,1.95,3,2,2184,New York,Queens,40.721482,-73.7883218
Co-op for sale,0.379,2,1,2184,Queens County,Rego Park,40.7286188,-73.8616623
Co-op for sale,0.299,1,1,800,Queens County,Elmhurst,40.7365158,-73.8687964
Multi-family home for sale,0.85,6,3,2230,New York,The Bronx,40.8760983,-73.9021193
Pending,0.19999899999999998,9,3,2184,New York,Brooklyn,40.666792,-73.894205
Multi-family home for sale,0.899,4,3,1892,New York,Brooklyn,40.6344613,-73.9042326
Multi-family home for sale,1.299,10,6,4500,New York,Brooklyn,40.6378136,-74.0266176
House for sale,0.699,3,3,2184,New York,The Bronx,40.8163884,-73.8461253
Condo for sale,0.579,2,2,750,Queens County,Flushing,40.75467,-73.821996
House for sale,0.585,3,2,1008,New York,Staten Island,40.6302304,-74.142966
Co-op for sale,0.579,2,1,2184,Queens County,Flushing,40.7531191,-73.8818757
Multi-family home for sale,0.499,3,3,2184,New York,Brooklyn,40.6370243,-73.909613
Contingent,0.35,3,2,1137,Richmond County,Midland Beach,40.579062,-74.1076165
House for sale,1.25,3,2,2072,New York,Staten Island,40.6321382,-74.0806123
Multi-family home for sale,0.899,4,3,2184,New York,Queens,40.7431111,-73.8574241
Townhouse for sale,1.979,5,2,3150,New York,Brooklyn,40.6908422,-73.9117096
House for sale,0.599,3,2,780,New York,Staten Island,40.5880538,-74.0858781
House for sale,0.779,4,2,2188,New York,Staten Island,40.6445045,-74.0818972
Contingent,0.35,3,2,1137,Richmond County,Midland Beach,40.579062,-74.1076165
Multi-family home for sale,0.899,4,3,2184,New York,Queens,40.7431111,-73.8574241
Co-op for sale,1.195,2,2,2184,New York County,Manhattan,40.783637,-73.9719146
Condo for sale,1.995,2,3,1838,New York County,Manhattan,40.720539,-73.979335
Co-op for sale,0.5649,1,1,769,Kings County,Downtown Brooklyn,40.697478,-73.988335
Multi-family home for sale,1.25,6,4,2184,New York,Brooklyn,40.6800398,-73.8914993
Multi-family home for sale,1.399,4,3,2283,New York,Queens,40.7580197,-73.9140215
House for sale,1.25,4,2,3160,New York,Staten Island,40.585661,-74.1059417
Co-op for sale,0.335,1,1,2184,New York,Queens,40.7547282,-73.8859706
Multi-family home for sale,0.685,4,2,2000,New York,The Bronx,40.8194513,-73.9001792
Co-op for sale,0.279999,2,1,666,Kings County,Sheepshead Bay,40.5844399,-73.9316116
Co-op for sale,0.418,2,1,2184,Queens County,Forest Hills,40.7155199,-73.8530199
Multi-family home for sale,1.78,10,7,2184,New York,Queens,40.7429826,-73.8945462
Condo for sale,0.52,2,1,741,New York County,Manhattan,40.8536742,-73.9347275
House for sale,0.5999,3,2,1248,New York,Staten Island,40.5922258,-74.1508322
Multi-family home for sale,0.885,6,5,2680,New York,The Bronx,40.8236783,-73.8705222
Co-op for sale,0.258,1,1,650,Kings County,Brighton Beach,40.5759986,-73.960785
Condo for sale,0.7,2,2,1124,Queens County,Beechhurst,40.7942255,-73.7950678
House for sale,0.999,4,3,2184,New York,Queens,40.7492036,-73.7045081
Contingent,0.898,3,1,2744,New York,Staten Island,40.5789553,-74.1138794
Condo for sale,0.5,1,1,720,New York County,Manhattan,40.7983883,-73.937888
House for sale,0.695,3,2,1926,New York,Brooklyn,40.6713641,-73.8673475
Co-op for sale,0.215,3,1,2184,New York,Queens,40.7337965,-73.8620837
House for sale,0.759,3,1,2184,New York,Queens,40.7142473,-73.8830471
Co-op for sale,0.375,1,1,1185,Richmond County,Mid Island,40.638118,-74.073964
Pending,2.1,3,2,1902,New York,Brooklyn,40.7118832,-73.947991
Co-op for sale,0.38988799999999996,1,1,730,New York,Queens,40.7479556,-73.8929488
Co-op for sale,0.285,1,1,900,Kings County,Brighton Beach,40.5811062,-73.966749
Condo for sale,0.674999,3,1,1299,Richmond County,Mid Island,40.6403656,-74.0737574
House for sale,0.759,3,2,1260,New York,Brooklyn,40.6184347,-73.9113421
Condo for sale,0.995,2,2,1030,Kings County,Park Slope,40.6655513,-73.9922171
Co-op for sale,0.229,1,1,2184,Kings County,Sheepshead Bay,40.5874249,-73.9487987
Co-op for sale,0.239,1,1,800,Bronx County,Spuyten Duyvil,40.880985,-73.9102329
Co-op for sale,0.315,2,1,2184,New York County,Manhattan,40.8101633,-73.9387972
House for sale,1.1,5,3,2192,New York,Queens,40.6500222,-73.844778
Co-op for sale,0.225,1,1,2184,Queens County,Astoria,40.7753572,-73.9085482
House for sale,0.868,3,2,1484,New York,Staten Island,40.5802397,-74.1018122
Multi-family home for sale,1.38,5,3,2184,New York,Queens,40.7600366,-73.8692081
House for sale,1.1,4,2,1800,New York,Staten Island,40.5103369,-74.2424867
Co-op for sale,0.865,1,1,2184,New York County,Manhattan,40.743373,-73.983626
Pending,1.895,3,2,1230,Kings County,Vinegar Hill,40.7032131,-73.9845345
House for sale,0.749,3,2,1800,New York,Staten Island,40.6105648,-74.1237991
Multi-family home for sale,0.775,5,2,1600,New York,The Bronx,40.8166622,-73.8139448
Co-op for sale,2.395,2,2,1650,New York,New York,40.7588081,-73.9647057
Multi-family home for sale,2.3,8,6,4000,New York,Brooklyn,40.608367,-74.0112145
Condo for sale,0.7,1,2,900,New York County,Manhattan,40.8211582,-73.9445475
Multi-family home for sale,0.775,5,2,1600,New York,The Bronx,40.8166622,-73.8139448
House for sale,0.749,3,2,1800,New York,Staten Island,40.6105648,-74.1237991
Condo for sale,0.45,3,1,494,Kings County,Sunset Park,40.646643,-74.011966
Co-op for sale,0.865,1,1,2184,New York County,Manhattan,40.743373,-73.983626
Co-op for sale,0.28,3,1,2184,New York County,Manhattan,40.7737792,-73.9495867
House for sale,1.1,4,2,1800,New York,Staten Island,40.5103369,-74.2424867
Pending,1.895,3,2,1230,Kings County,Vinegar Hill,40.7032131,-73.9845345
Pending,0.56,2,1,2184,Kings County,Williamsburg,40.7121147,-73.9626871
Co-op for sale,0.198,1,1,2184,Queens County,Rego Park,40.720847,-73.858929
House for sale,1.099,3,2,1092,New York,Staten Island,40.6038744,-74.0739123
Co-op for sale,0.779,1,1,800,New York County,Manhattan,40.792004,-73.9767816
Multi-family home for sale,1.88,5,2,1850,New York,Brooklyn,40.6184547,-73.9949244
House for sale,0.509,3,1,1100,New York,The Bronx,40.8181427,-73.8105454
Condo for sale,0.499,1,1,845,Kings County,Midwood,40.611469,-73.954103
Co-op for sale,0.20488800000000001,3,1,2184,Queens County,Forest Hills,40.7284499,-73.8492399
Multi-family home for sale,1.499,8,3,3300,New York,The Bronx,40.8998618,-73.852221
House for sale,1.295,8,3,3050,New York,Brooklyn,40.578698,-73.9551566
Condo for sale,0.395,1,1,519,New York,Queens,40.7267616,-73.8294609
Multi-family home for sale,0.76,4,2,1490,New York,Staten Island,40.6100159,-74.0754726
House for sale,0.988,4,3,1552,New York,Queens,40.7264779,-73.8093514
Condo for sale,0.528,2,1,753,New York,Queens,40.7267616,-73.8294609
Multi-family home for sale,0.949,5,4,2184,New York,Brooklyn,40.6651608,-73.8881575
Condo for sale,0.42,2,1,840,Richmond County,New Springville,40.5945609,-74.1596635
Pending,1.38,6,4,2184,New York,Queens,40.7416665,-73.8173924
Condo for sale,1.75,3,2,1494,New York County,Manhattan,40.7847793,-73.9778528
Co-op for sale,0.268,1,1,850,Queens County,Flushing,40.7741978,-73.8256676
House for sale,0.849,3,2,2184,New York,Queens,40.7398873,-73.8506134
Multi-family home for sale,1.095,3,2,2184,New York,Queens,40.757489,-73.9116062
Multi-family home for sale,0.72,3,2,2184,New York,Queens,40.6899814,-73.8185297
Multi-family home for sale,1.9,3,2,3500,New York,The Bronx,40.8462523,-73.8671523
House for sale,0.7299990000000001,3,2,1056,New York,Queens,40.6762428,-73.7945184
Co-op for sale,0.425,3,1,2184,New York County,Manhattan,40.7957436,-73.9699861
House for sale,0.848,3,3,1080,New York,Brooklyn,40.6180243,-73.9971092
Co-op for sale,0.213,3,1,430,Kings County,Kensington,40.6339914,-73.9689071
Multi-family home for sale,0.795,3,2,1725,New York,Brooklyn,40.6781645,-73.9185084
Pending,0.749,3,1,2184,New York,Queens,40.7714035,-73.733393
Condo for sale,1.35,2,1,2184,New York,Brooklyn,40.6799762,-73.9787904
Co-op for sale,0.649,2,2,1500,Queens County,Little Neck,40.7568337,-73.715194
Co-op for sale,0.439,2,1,900,Queens County,Bayside,40.7877465,-73.7810708
Multi-family home for sale,1.699,5,5,2184,New York,Queens,40.7691484,-73.9073703
Condo for sale,2.375,2,2,986,New York,Queens,40.7478785,-73.9444755
Co-op for sale,0.349999,1,1,2184,Queens County,Rego Park,40.7318958,-73.8599645
House for sale,0.425,2,1,2184,New York,Queens,40.6779035,-73.799284
House for sale,1.65,3,4,2272,New York,Brooklyn,40.5799535,-73.9383472
Pending,1.225,4,2,2184,Queens County,Jackson Heights,40.7535399,-73.8868899
House for sale,0.699,3,2,2184,New York,Brooklyn,40.64539,-73.8897652
Co-op for sale,1.15,1,1,984,Kings County,Brooklyn Heights,40.6946221,-73.9969945
House for sale,2.399,5,5,2184,New York,Brooklyn,40.6115517,-73.9061979
Multi-family home for sale,0.989,8,5,3252,New York,The Bronx,40.8850441,-73.8562999
Co-op for sale,0.31888799999999995,1,1,875,Queens County,Corona,40.736926,-73.8577614
Co-op for sale,0.799,2,2,1549,Queens County,Little Neck,40.7568337,-73.715194
Co-op for sale,0.489,2,1,950,Kings County,Fort Hamilton,40.620502,-74.0396973
Co-op for sale,0.398,2,1,900,Kings County,Bay Ridge,40.6337679,-74.0305471
House for sale,1.19,3,2,1088,New York,Brooklyn,40.5787747,-73.9401956
Townhouse for sale,0.795,5,2,2184,New York,Brooklyn,40.6678086,-73.8739629
Multi-family home for sale,0.75,3,4,2184,New York,Brooklyn,40.6463635,-73.9325263
Condo for sale,0.899999,3,3,1750,Queens County,Flushing,40.7654814,-73.8178731
Townhouse for sale,0.795,5,2,2184,New York,Brooklyn,40.6678086,-73.8739629
Multi-family home for sale,0.75,3,4,2184,New York,Brooklyn,40.6463635,-73.9325263
Condo for sale,0.899999,3,3,1750,Queens County,Flushing,40.7654814,-73.8178731
Condo for sale,1.325,3,2,1597,Kings County,Fort Hamilton,40.6163434,-74.0377889
Townhouse for sale,0.595,1,2,846,Kings County,Crown Heights,40.6749628,-73.9401841
Condo for sale,0.33,1,1,726,Richmond County,West Brighton,40.6299335,-74.0999243
Co-op for sale,0.425,2,1,2184,Kings County,Bushwick,40.699914,-73.936622
Co-op for sale,0.345,2,1,1000,Bronx County,Spuyten Duyvil,40.8819273,-73.9172822
Condo for sale,0.999,2,2,1187,Queens County,Flushing,40.7560001,-73.8293002
House for sale,0.45,3,2,2184,New York,Queens,40.681047,-73.754428
Co-op for sale,0.135,2,1,750,Bronx County,Foxhurst,40.8224272,-73.8900397
Condo for sale,0.26125,2,1,857,Bronx County,Foxhurst,40.8245968,-73.8898403
Condo for sale,0.728,3,2,1450,Queens County,Woodside,40.7436792,-73.8983202
Pending,0.199,3,2,1100,Bronx County,Concourse Village,40.8344217,-73.914718
Condo for sale,1.95,3,3,1300,New York County,Manhattan,40.7770634,-73.9522998
Co-op for sale,0.6,2,2,900,New York County,Manhattan,40.8535911,-73.9359601
Condo for sale,0.569,1,1,739,Kings County,Gravesend,40.604365,-73.9757485
Co-op for sale,0.749,1,1,2184,New York County,Manhattan,40.7241044,-74.0035529
House for sale,2.488,4,2,3850,New York,Brooklyn,40.5762337,-73.9511136
Multi-family home for sale,1.138,5,3,1026,New York,Brooklyn,40.6240315,-73.9954118
Multi-family home for sale,1.359,11,6,2240,New York,Brooklyn,40.6941915,-73.913053
Multi-family home for sale,0.974998,7,2,2184,New York,Brooklyn,40.675444,-73.8823121
Co-op for sale,0.3,3,1,600,Kings County,Kensington,40.6372695,-73.9712947
House for sale,0.729,3,3,2184,New York,Queens,40.7052223,-73.7583006
Co-op for sale,0.75,2,2,2184,New York County,Manhattan,40.7651716,-73.9678719
House for sale,0.599,3,2,1120,New York,Staten Island,40.5863749,-74.1470603
Co-op for sale,0.825,1,2,1100,New York County,Manhattan,40.7766673,-73.9439269
House for sale,0.8,3,2,2184,New York,Brooklyn,40.6899365,-73.9294828
Co-op for sale,0.289,3,1,2184,Kings County,Kensington,40.646116,-73.98134
Co-op for sale,0.899999,2,1,2184,New York County,Manhattan,40.7308571,-73.9878596
Townhouse for sale,0.868,2,2,1152,New York,Queens,40.7259203,-73.8814296
House for sale,1.5,3,2,1240,New York,Brooklyn,40.6045606,-74.0114555
House for sale,0.625,4,2,2184,New York,Brooklyn,40.6283989,-73.9334448
Pending,0.749,1,1,2184,New York County,Manhattan,40.7345653,-74.0041732
House for sale,0.52,3,2,1705,New York,The Bronx,40.8536129,-73.8933593
Multi-family home for sale,0.7499,5,2,1400,New York,Brooklyn,40.6754664,-73.8780744
Multi-family home for sale,0.799,6,4,2310,New York,The Bronx,40.897885,-73.8562199
Co-op for sale,0.959,3,4,1993,Queens County,Queens Village,40.7564761,-73.7212008
Multi-family home for sale,0.888,5,3,2980,New York,Brooklyn,40.6484284,-73.9166783
House for sale,0.725,2,2,988,New York,Staten Island,40.5821761,-74.1078688
Condop for sale,1.065,2,2,2184,New York,East 96th Street,40.7850141,-73.9481639
Condo for sale,0.744,2,1,890,Queens County,Astoria,40.7592629,-73.9257407
Pending,0.675,3,0,2780,New York County,Manhattan,40.7143933,-74.0088774
Co-op for sale,0.475,1,1,2184,Kings County,Crown Heights,40.671881,-73.961562
Co-op for sale,0.189,2,1,800,Bronx County,East Bronx,40.8522362,-73.8655005
House for sale,0.998888,4,3,2184,New York,Queens,40.682563,-73.799077
Pending,0.675,3,0,2780,New York County,Manhattan,40.7143933,-74.0088774
Multi-family home for sale,0.769,7,2,2100,New York,Staten Island,40.6219621,-74.0832854
House for sale,0.6489980000000001,3,2,1296,New York,The Bronx,40.8611669,-73.8467192
House for sale,1.6999000000000002,7,5,2418,New York,Brooklyn,40.6898884,-73.9085265
Co-op for sale,0.39525,1,1,650,Queens County,Astoria,40.7642499,-73.92761
House for sale,0.539,3,2,972,New York,Staten Island,40.6104417,-74.0628522
Townhouse for sale,1.348,5,2,2184,New York,Queens,40.7462947,-73.8595834
Condo for sale,1.45,3,3,1855,Queens County,Flushing,40.7573108,-73.8341865
Co-op for sale,0.465,2,1,2184,New York,Queens,40.7483992,-73.8795703
Co-op for sale,0.297,1,1,800,Queens County,Forest Hills,40.7322799,-73.85181
Co-op for sale,0.2449,1,1,518,Queens County,Glen Oaks,40.7511183,-73.7160095
House for sale,2.48,4,4,5150,New York,Queens,40.7932103,-73.8161976
Co-op for sale,0.23,1,1,2184,Queens County,Flushing,40.736005,-73.849174
Condo for sale,0.78,2,2,825,New York,Brooklyn,40.6288601,-73.9704912
Co-op for sale,0.539999,3,2,2184,Queens County,Jackson Heights,40.7563263,-73.8752379
Co-op for sale,0.75,2,2,1193,Bronx County,Spuyten Duyvil,40.8825618,-73.9212739
Condo for sale,2.249,2,3,2321,New York County,Manhattan,40.7486775,-73.9819284
Co-op for sale,0.27,2,1,700,Queens County,Astoria,40.7751901,-73.9090015
Pending,0.399,2,1,2184,New York County,Manhattan,40.7631466,-73.9622114
Co-op for sale,1.95,2,2,2184,New York County,Manhattan,40.7380264,-74.0053843
Co-op for sale,0.24,2,1,2184,Queens County,Woodhaven,40.6987743,-73.8529203
Condo for sale,0.628,3,2,900,Queens County,Elmhurst,40.7376925,-73.8803546
Co-op for sale,0.399,2,1,2184,Queens County,Flushing,40.7544847,-73.8740993
House for sale,0.687,2,1,2184,New York,The Bronx,40.8214203,-73.8062717
Townhouse for sale,0.588,2,2,2000,New York,Staten Island,40.5904561,-74.1521059
Multi-family home for sale,0.825,5,3,2184,New York,The Bronx,40.8296973,-73.8768124
Co-op for sale,0.24,2,1,2184,Queens County,Woodhaven,40.6987743,-73.8529203
Condo for sale,0.285,2,1,835,Bronx County,Parkchester,40.8396194,-73.8587548
Condo for sale,0.595,3,1,915,Kings County,Bedford-Stuyvesant,40.6944083,-73.9595899
Condo for sale,0.899,2,2,1697,Richmond County,Mid Island,40.6403656,-74.0737574
House for sale,1.18,4,3,2184,New York,Queens,40.7335974,-73.7788656
Contingent,0.7998999999999999,4,4,1816,New York,Staten Island,40.5570416,-74.1462231
Co-op for sale,0.13,1,1,2184,Bronx County,Fordham Manor,40.8653458,-73.9073691
House for sale,0.8499990000000001,3,2,2184,New York,Queens,40.7226341,-73.8165656
